source,title,make,model,year,mileage,price,location
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,136000,2050000.0,"Nairobi, Karen"
Jiji,Nissan Teana,Nissan,Teana,2014,85000,1380000.0,"Nairobi, Kilimani"
Jiji,Nissan Teana,Nissan,Teana,2013,90231,995000.0,"Nairobi, Ridgeways"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,52000,2500000.0,"Nairobi, Jamhuri"
Jiji,Nissan Note,Nissan,Note,2014,,1100000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Teana,Nissan,Teana,2014,,1150000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Qashqai,Nissan,Qashqai,2014,115000,1950000.0,"Nairobi, Ridgeways"
Jiji,Nissan Note,Nissan,Note,2015,62863,1050000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,,1900000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,66000,780000.0,"Mombasa, Mvita"
Jiji,Nissan Navara,Nissan,Navara,2014,88000,2800000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,,1100000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2014,75000,655000.0,"Nairobi, Kilimani"
Jiji,Nissan Qashqai,Nissan,Qashqai,2015,,2550000.0,"Nairobi, Kilimani"
Jiji,Nissan Qashqai,Nissan,Qashqai,2015,,2550000.0,"Nairobi, Kilimani"
Jiji,Nissan Skyline,Nissan,Skyline,2014,107000,1800000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Elgrand,Nissan,Elgrand,2015,99568,1945000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Fuga,Nissan,Fuga,2014,66000,1700000.0,"Mombasa, Mvita"
Jiji,Nissan Lafesta,Nissan,Lafesta,2013,52000,840000.0,"Mombasa, Mvita"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,165000,1850000.0,"Mombasa, Kizingo / Mombasa"
Jiji,Nissan Elgrand,Nissan,Elgrand,2014,76000,2100000.0,"Nairobi, Lavington"
Jiji,Nissan Fuga,Nissan,Fuga,2014,39000,2000000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Teana,Nissan,Teana,2014,,1150000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Sylphy,Nissan,Sylphy,2013,62111,1200000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Juke,Nissan,Juke,2015,99542,1380000.0,"Mombasa, Mvita"
Jiji,Nissan Teana,Nissan,Teana,2014,,1150000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Qashqai,Nissan,Qashqai,2014,89754,1899000.0,"Nairobi, Kilimani"
Jiji,Nissan Teana,Nissan,Teana,2014,,1150000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Teana,Nissan,Teana,2014,112758,1380000.0,"Nairobi, Kilimani"
Jiji,Nissan Teana,Nissan,Teana,2014,81960,1400000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Skyline,Nissan,Skyline,2014,65324,1450000.0,"Mombasa, Tudor"
Jiji,Nissan Skyline,Nissan,Skyline,2014,170000,2490000.0,"Nairobi, Kilimani"
Jiji,Nissan Teana,Nissan,Teana,2014,112758,1380000.0,"Nairobi, Kilimani"
Jiji,Nissan Latio,Nissan,Latio,2014,63000,830000.0,"Nairobi, Kilimani"
Jiji,Nissan Elgrand,Nissan,Elgrand,2015,106818,1870000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Dayz,Nissan,Dayz,2014,89652,600000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,,1100000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,119000,880000.0,"Nairobi, Kilimani"
Jiji,Nissan Tiida,Nissan,Tiida,2014,,905000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Elgrand,Nissan,Elgrand,2013,76320,1600000.0,"Mombasa, Mvita"
Jiji,Nissan Latio,Nissan,Latio,2014,63000,830000.0,"Nairobi, Kilimani"
Jiji,Nissan Fuga,Nissan,Fuga,2015,82688,1700000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Moco,Nissan,Moco,2014,124000,510000.0,"Nairobi, Kilimani"
Jiji,Nissan Note,Nissan,Note,2015,58855,790000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,63,770000.0,"Mombasa, Mvita"
Jiji,Nissan Elgrand,Nissan,Elgrand,2014,76466,2450000.0,"Nairobi, Lavington"
Jiji,Nissan Note,Nissan,Note,2014,56000,900000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Latio,Nissan,Latio,2013,102568,800000.0,"Mombasa, Mvita"
Jiji,Nissan Nv3500,Nissan,Nv3500,2014,145000,1200000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Note,Nissan,Note,2014,56000,850000.0,"Mombasa, Mvita"
Jiji,Nissan Note,Nissan,Note,2014,63,770000.0,"Mombasa, Mvita"
Jiji,Nissan Note,Nissan,Note,2014,88000,800000.0,"Mombasa, Mvita"
Jiji,Nissan Pick-Up,Nissan,Pick-Up,1978,254285,250000.0,"Kiambu, Kiambu / Kiambu"
Jiji,Nissan Note,Nissan,Note,2014,,860000.0,"Nairobi, Muthaiga"
Jiji,Nissan Latio,Nissan,Latio,2014,68123,850000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Fuga,Nissan,Fuga,2012,65412,1300000.0,"Mombasa, Tudor"
Jiji,Nissan Serena,Nissan,Serena,2014,,1330000.0,"Nairobi, Kilimani"
Jiji,Nissan March,Nissan,March,2014,,650000.0,"Nairobi, Kilimani"
Jiji,Nissan Fuga,Nissan,Fuga,2014,65000,1550000.0,"Mombasa, Mvita"
Jiji,Nissan Skyline,Nissan,Skyline,2014,133000,1600000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Teana,Nissan,Teana,2015,91280,1400000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,30000,2200000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2013,69000,730000.0,"Mombasa, Mvita"
Jiji,Nissan Latio,Nissan,Latio,2014,78000,800000.0,"Nairobi, Kilimani"
Jiji,Nissan Teana,Nissan,Teana,2014,111000,1280000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Advan,Nissan,Advan,2014,,610000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Lafesta,Nissan,Lafesta,2014,74214,1080000.0,"Mombasa, Mvita"
Jiji,Nissan Note,Nissan,Note,2014,47523,750000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2014,,650000.0,"Nairobi, Kilimani"
Jiji,Nissan Fuga,Nissan,Fuga,2014,65000,1550000.0,"Mombasa, Mvita"
Jiji,Nissan Skyline,Nissan,Skyline,2014,133000,1600000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Elgrand,Nissan,Elgrand,2014,106000,1800000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,73000,1050000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Fuga,Nissan,Fuga,2014,76000,2000000.0,"Nairobi, Kilimani"
Jiji,Nissan Note,Nissan,Note,2013,98062,720000.0,"Mombasa, Tudor"
Jiji,Nissan Elgrand,Nissan,Elgrand,2014,,1850000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2014,83000,550000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2012,84123,540000.0,"Mombasa, Tudor"
Jiji,Nissan Teana,Nissan,Teana,2015,80524,1350000.0,"Mombasa, Ganjoni"
Jiji,Nissan Note,Nissan,Note,2014,60000,760000.0,"Nairobi, Ridgeways"
Jiji,Nissan Teana,Nissan,Teana,2014,,1350000.0,"Nairobi, Kilimani"
Jiji,Nissan Nv3500,Nissan,Nv3500,2014,145000,1200000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Note,Nissan,Note,2014,73000,1050000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Fuga,Nissan,Fuga,2014,76000,2000000.0,"Nairobi, Kilimani"
Jiji,Nissan X-Trail,Nissan,X-Trail,2007,200000,650000.0,"Nairobi, Parklands/Highridge"
Jiji,Nissan Teana,Nissan,Teana,2014,197000,1290000.0,"Nairobi, Ridgeways"
Jiji,Nissan Note,Nissan,Note,2014,69310,800000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Teana,Nissan,Teana,2015,56321,1600000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Elgrand,Nissan,Elgrand,2014,106816,2000000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,52000,2500000.0,"Nairobi, Jamhuri"
Jiji,Nissan Sylphy,Nissan,Sylphy,2015,96523,1250000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Serena,Nissan,Serena,2014,93200,1280000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,109445,1650000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Murano,Nissan,Murano,2005,154000,700000.0,"Nairobi, Lavington"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,61000,1199000.0,"Nairobi, South C"
Jiji,Nissan Skyline,Nissan,Skyline,2014,65324,1450000.0,"Mombasa, Tudor"
Jiji,Nissan Cube,Nissan,Cube,2014,139226,650000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2015,,760000.0,"Nairobi, Nairobi Central"
Jiji,Nissan March,Nissan,March,2015,104000,680000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2013,78000,595000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Tiida,Nissan,Tiida,2012,17000,880000.0,"Nairobi, Karen"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,,1100000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,61000,1199000.0,"Nairobi, South C"
Jiji,Nissan Lafesta,Nissan,Lafesta,2014,120000,1120000.0,"Nairobi, Kilimani"
Jiji,Nissan Teana,Nissan,Teana,2014,197000,1290000.0,"Nairobi, Ridgeways"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,130000,1930000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Note,Nissan,Note,2014,85000,760000.0,"Mombasa, Mvita"
Jiji,Nissan Fuga,Nissan,Fuga,2013,78548,1400000.0,"Mombasa, Mvita"
Jiji,Nissan Serena,Nissan,Serena,2015,89000,1100000.0,"Mombasa, Kizingo / Mombasa"
Jiji,Nissan Serena,Nissan,Serena,2014,,1330000.0,"Nairobi, Kilimani"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,71437,2000000.0,"Mombasa, Tudor"
Jiji,Nissan Fuga,Nissan,Fuga,2014,85230,1500000.0,"Mombasa, Tudor"
Jiji,Nissan Serena,Nissan,Serena,2013,150000,1180000.0,"Nairobi, Dagoretti"
Jiji,Nissan Note,Nissan,Note,2014,,860000.0,"Nairobi, Muthaiga"
Jiji,Nissan Elgrand,Nissan,Elgrand,2013,56258,1500000.0,"Mombasa, Tudor"
Jiji,Nissan Dualis,Nissan,Dualis,2015,97925,1880000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Juke,Nissan,Juke,2014,51000,1400000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2015,63200,780000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Lafesta,Nissan,Lafesta,2013,70,880000.0,"Mombasa, Mvita"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,58000,1200000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,,860000.0,"Nairobi, Muthaiga"
Jiji,Nissan Advan,Nissan,Advan,2014,96580,685000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Serena,Nissan,Serena,2014,75000,1290000.0,"Nairobi, Langata"
Jiji,Nissan Wingroad,Nissan,Wingroad,2014,118000,880000.0,"Nairobi, Kilimani"
Jiji,Nissan March,Nissan,March,2014,63200,599000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Moco,Nissan,Moco,2014,,560000.0,"Nairobi, Nairobi Central"
Jiji,Nissan March,Nissan,March,2013,53753,530000.0,"Mombasa, Kisauni"
Jiji,Nissan Lafesta,Nissan,Lafesta,2013,70,890000.0,"Mombasa, Mvita"
Jiji,Nissan Wingroad,Nissan,Wingroad,2012,77653,730000.0,"Mombasa, Mvita"
Jiji,Nissan Juke,Nissan,Juke,2014,62558,1350000.0,"Mombasa, Mvita"
Jiji,Nissan X-Trail,Nissan,X-Trail,2015,48907,2495000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2014,115000,665000.0,"Nairobi, Kilimani"
Jiji,Nissan Note,Nissan,Note,2014,41000,880000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,,1190000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Fuga,Nissan,Fuga,2014,97163,1895000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Latio,Nissan,Latio,2014,90000,810000.0,"Nairobi, Ridgeways"
Jiji,Nissan Skyline,Nissan,Skyline,2015,56325,2300000.0,"Mombasa, Tudor"
Jiji,Nissan Teana,Nissan,Teana,2014,,1400000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Wingroad,Nissan,Wingroad,2014,85000,730000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Fuga,Nissan,Fuga,2014,,1750000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Wingroad,Nissan,Wingroad,2014,118000,880000.0,"Nairobi, Kilimani"
Jiji,Nissan Note,Nissan,Note,2014,63012,750000.0,"Mombasa, Mvita"
Jiji,Nissan Juke,Nissan,Juke,2014,135624,1350000.0,"Nairobi, Kilimani"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,59000,1180000.0,"Nairobi, Langata"
Jiji,Nissan Moco,Nissan,Moco,2014,,560000.0,"Nairobi, Nairobi Central"
Jiji,Nissan X-Trail,Nissan,X-Trail,2015,116524,2345000.0,"Nairobi, Kilimani"
Jiji,Nissan Serena,Nissan,Serena,2012,71300,880000.0,"Mombasa, Kisauni"
Jiji,Nissan Serena,Nissan,Serena,2015,68000,1290000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,57876,770000.0,"Nairobi, Kasarani"
Jiji,Nissan Serena,Nissan,Serena,2014,55000,1250000.0,"Mombasa, Ganjoni"
Jiji,Nissan Note,Nissan,Note,2015,85000,800000.0,"Nairobi, Kilimani"
Jiji,Nissan Bluebird,Nissan,Bluebird,2014,58000,1199000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,80000,1250000.0,"Nairobi, Ridgeways"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,,1190000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Tiida,Nissan,Tiida,2014,78000,800000.0,"Mombasa, Mvita"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,57000,2100000.0,"Mombasa, Mvita"
Jiji,Nissan Elgrand,Nissan,Elgrand,2014,76,1950000.0,"Mombasa, Mvita"
Jiji,Nissan Latio,Nissan,Latio,2014,35000,850000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Fuga,Nissan,Fuga,2015,62396,2300000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Skyline,Nissan,Skyline,2015,65000,1750000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,50000,1980000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,,760000.0,"Nairobi, Muthaiga"
Jiji,Nissan March,Nissan,March,2013,110000,699000.0,"Nairobi, Kilimani"
Jiji,Nissan Fuga,Nissan,Fuga,2014,65475,1750000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,93000,2200000.0,"Nairobi, Kilimani"
Jiji,Nissan Note,Nissan,Note,2014,70000,730000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Teana,Nissan,Teana,2014,109000,1390000.0,"Nairobi, Kilimani"
Jiji,Nissan Fuga,Nissan,Fuga,2014,80563,1700000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Advan,Nissan,Advan,2014,65000,670000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2015,102745,800000.0,"Nairobi, Kilimani"
Jiji,Nissan Fuga,Nissan,Fuga,2014,79200,1500000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Dayz,Nissan,Dayz,2015,86324,680000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Caravan,Nissan,Caravan,2013,69852,1850000.0,"Mombasa, Mvita"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,96524,2200000.0,"Nairobi, Kilimani"
Jiji,Nissan Dualis,Nissan,Dualis,2014,95567,1725000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,69555,850000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2014,42314,630000.0,"Mombasa, Kizingo / Mombasa"
Jiji,Nissan Fuga,Nissan,Fuga,2014,,1680000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,30000,2200000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Latio,Nissan,Latio,2014,58255,800000.0,"Mombasa, Ganjoni"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,59000,1280000.0,"Nairobi, Ridgeways"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,98000,2290000.0,"Nairobi, Muthaiga"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,74000,2090000.0,"Nairobi, Langata"
Jiji,Nissan March,Nissan,March,2014,53000,700000.0,"Nairobi, Dagoretti"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,93000,2200000.0,"Nairobi, Kilimani"
Jiji,Nissan March,Nissan,March,2014,,650000.0,"Nairobi, Langata"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,36000,1200000.0,"Mombasa, Ganjoni"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,,2350000.0,"Nairobi, Karen"
Jiji,Nissan Serena,Nissan,Serena,2014,90000,1290000.0,"Nairobi, Karen"
Jiji,Nissan Lafesta,Nissan,Lafesta,2014,69088,1000000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2015,,780000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Latio,Nissan,Latio,2014,63000,830000.0,"Nairobi, Kilimani"
Jiji,Nissan Note,Nissan,Note,2014,146767,835000.0,"Nairobi, Kilimani"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,95123,1200000.0,"Mombasa, Ganjoni"
Jiji,Nissan Juke,Nissan,Juke,2014,,1150000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,73200,1100000.0,"Mombasa, Kizingo / Mombasa"
Jiji,Nissan Juke,Nissan,Juke,2014,58000,1450000.0,"Mombasa, Mvita"
Jiji,Nissan Bluebird,Nissan,Bluebird,2014,89652,1300000.0,"Nairobi, Kilimani"
Jiji,Nissan Elgrand,Nissan,Elgrand,2012,89456,1400000.0,"Mombasa, Tudor"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,90000,2130000.0,"Nairobi, Karen"
Jiji,Nissan Note,Nissan,Note,2015,157000,770000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Sylphy,Nissan,Sylphy,2015,47000,1299999.0,"Nairobi, Westlands"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,63000,1250000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Vanette,Nissan,Vanette,1994,115000,1180000.0,"Nairobi, Kilimani"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,115000,1930000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Note,Nissan,Note,2014,,795000.0,"Nairobi, Nairobi Central"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,76000,2100000.0,"Nairobi, Kilimani"
Jiji,Nissan Juke,Nissan,Juke,2014,95,1450000.0,"Mombasa, Mvita"
Jiji,Nissan Np300,Nissan,Np300,2013,,990000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Wingroad,Nissan,Wingroad,2015,78596,850000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Juke,Nissan,Juke,2015,65400,1500000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Vanette,Nissan,Vanette,1994,115000,1180000.0,"Nairobi, Kilimani"
Jiji,Nissan Wingroad,Nissan,Wingroad,2012,,670000.0,"Nairobi, Ridgeways"
Jiji,Nissan Wingroad,Nissan,Wingroad,2014,164371,900000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,,1190000.0,"Kiambu, Ruaka"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,80000,1250000.0,"Nairobi, Ridgeways"
Jiji,Nissan Note,Nissan,Note,2014,75234,880000.0,"Mombasa, Mvita"
Jiji,Nissan Skyline,Nissan,Skyline,2014,92258,1850000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,145336,880000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Lafesta,Nissan,Lafesta,2014,100809,1050000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Note,Nissan,Note,2014,62000,920000.0,"Nairobi, Kilimani"
Jiji,Nissan Tiida,Nissan,Tiida,2014,89000,780000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Juke,Nissan,Juke,2014,,1480000.0,"Nairobi, Nairobi Central"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,98000,2290000.0,"Nairobi, Muthaiga"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,115000,1930000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Note,Nissan,Note,2014,,795000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Serena,Nissan,Serena,2014,89100,1150000.0,"Mombasa, Mvita"
Jiji,Nissan Teana,Nissan,Teana,2014,72100,1150000.0,"Mombasa, Mvita"
Jiji,Nissan Serena,Nissan,Serena,2014,,1300000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Np300,Nissan,Np300,2013,98412,870000.0,"Mombasa, Tudor"
Jiji,Nissan Note,Nissan,Note,2013,36000,700000.0,"Mombasa, Tudor"
Jiji,Nissan Wingroad,Nissan,Wingroad,2014,85230,830000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Wingroad,Nissan,Wingroad,2014,,780000.0,"Nairobi, Ridgeways"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,45000,2199999.0,"Nairobi, Westlands"
Jiji,Nissan Advan,Nissan,Advan,2013,73000,680000.0,"Mombasa, Tudor"
Jiji,Nissan Serena,Nissan,Serena,2013,89617,1100000.0,"Mombasa, Tudor"
Jiji,Nissan Juke,Nissan,Juke,2014,,1350000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Wingroad,Nissan,Wingroad,2014,60000,800000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2014,,699999.0,"Nairobi, Nairobi Central"
Jiji,Nissan Note,Nissan,Note,2015,76145,780000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,72000,2100000.0,"Nairobi, Kilimani"
Jiji,Nissan Note,Nissan,Note,2015,,870000.0,"Nairobi, Langata"
Jiji,Nissan Juke,Nissan,Juke,2014,,1480000.0,"Nairobi, Nairobi Central"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,45000,2199999.0,"Nairobi, Westlands"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,74000,1239000.0,"Nairobi, Ridgeways"
Jiji,Nissan Juke,Nissan,Juke,2015,65210,1300000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Latio,Nissan,Latio,2014,85636,850000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Wingroad,Nissan,Wingroad,2014,164371,900000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Nv3500,Nissan,Nv3500,2014,96971,1200000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Serena,Nissan,Serena,2014,69560,1500000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,82500,1950000.0,"Mombasa, Ganjoni"
Jiji,Nissan Murano,Nissan,Murano,2013,92845,2150000.0,"Mombasa, Mvita"
Jiji,Nissan Latio,Nissan,Latio,2014,,800000.0,"Nairobi, Nairobi Central"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,90406,1900000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Teana,Nissan,Teana,2014,54212,1300000.0,"Mombasa, Ganjoni"
Jiji,Nissan Advan,Nissan,Advan,2011,125301,495000.0,"Nairobi, Nairobi Central"
Jiji,Nissan X-Trail,Nissan,X-Trail,2015,91457,2095000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Fuga,Nissan,Fuga,2014,76000,1700000.0,"Mombasa, Mvita"
Jiji,Nissan Juke,Nissan,Juke,2014,79000,2800000.0,"Mombasa, Mvita"
Jiji,Nissan March,Nissan,March,2014,62354,700000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Juke,Nissan,Juke,2014,,1250000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2014,84000,660000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Note,Nissan,Note,2015,63000,799000.0,"Nairobi, Nairobi Central"
Jiji,Nissan X-Trail,Nissan,X-Trail,2015,98848,2300000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2014,,795000.0,"Nairobi, Nairobi Central"
Jiji,Nissan March,Nissan,March,2014,85000,670000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Caravan,Nissan,Caravan,2013,69852,1850000.0,"Mombasa, Mvita"
Jiji,Nissan Note,Nissan,Note,2014,75700,760000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan March,Nissan,March,2014,75000,730000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Murano,Nissan,Murano,2014,,2700000.0,"Nairobi, Kilimani"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,,1240000.0,"Nairobi, Ridgeways"
Jiji,Nissan Note,Nissan,Note,2013,45213,850000.0,"Mombasa, Mvita"
Jiji,Nissan Sylphy,Nissan,Sylphy,2015,,1380000.0,"Nairobi, Kilimani"
Jiji,Nissan Note,Nissan,Note,2014,45213,750000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Dayz,Nissan,Dayz,2014,39000,700000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Note,Nissan,Note,2015,,840000.0,"Nairobi, Kilimani"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,97000,1280000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Juke,Nissan,Juke,2014,78000,1350000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan Sylphy,Nissan,Sylphy,2013,56321,1150000.0,"Mombasa, Mombasa CBD"
Jiji,Nissan X-Trail,Nissan,X-Trail,2014,69400,2100000.0,"Mombasa, Kizingo / Mombasa"
Jiji,Nissan Latio,Nissan,Latio,2014,,800000.0,"Nairobi, Nairobi Central"
Jiji,Nissan Sylphy,Nissan,Sylphy,2014,66000,1250000.0,"Nairobi, Kilimani"
